epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,295.671,0.76139,1.47427,0.81909,0.31153,0.51953,0.43098,0.34875,0.67186,1.56954,0.78589,0.000571059,0.000571059,0.000571059
28,306.265,0.77561,1.50098,0.81124,0.65304,0.44046,0.51424,0.39881,0.6954,1.40042,0.78523,0.000563446,0.000563446,0.000563446
29,317.249,0.78673,1.42612,0.8137,0.53229,0.40582,0.4948,0.38435,0.68647,1.57847,0.78087,0.000555833,0.000555833,0.000555833
30,327.923,0.78075,1.48399,0.80646,0.43497,0.61558,0.553,0.44218,0.74854,1.55583,0.79051,0.00054822,0.00054822,0.00054822
31,338.273,0.90344,1.6971,0.83163,0.33161,0.70527,0.55902,0.43495,0.71709,1.4169,0.78716,0.000540607,0.000540607,0.000540607
32,372.533,0.77025,1.50755,0.8079,0.33573,0.61119,0.46245,0.37272,0.70857,1.32342,0.79082,0.000532994,0.000532994,0.000532994
33,405.954,0.75271,1.39649,0.80563,0.50449,0.53315,0.47597,0.36857,0.70024,1.44733,0.78823,0.000525381,0.000525381,0.000525381
34,415.726,0.71409,1.30773,0.80521,0.52665,0.47918,0.48795,0.3649,0.73904,1.40314,0.79613,0.000517768,0.000517768,0.000517768
35,425.56,0.73616,1.23282,0.80764,0.34089,0.5552,0.4054,0.30914,0.71247,1.46718,0.78525,0.000510155,0.000510155,0.000510155
36,435.404,0.76283,1.22921,0.80087,0.59273,0.58478,0.50897,0.41522,0.64623,1.4237,0.77743,0.000502541,0.000502541,0.000502541
37,445.225,0.75105,1.2578,0.81302,0.42601,0.46953,0.50737,0.40454,0.64266,1.28218,0.78089,0.000494928,0.000494928,0.000494928
38,455.039,0.70378,1.22044,0.805,0.38002,0.51525,0.49412,0.39723,0.69434,1.37352,0.78424,0.000487315,0.000487315,0.000487315
39,464.874,0.71018,1.15494,0.80504,0.57516,0.49401,0.4911,0.40031,0.6417,1.30703,0.77663,0.000479702,0.000479702,0.000479702
40,474.651,0.71938,1.12285,0.79461,0.55537,0.4466,0.46075,0.36976,0.65389,1.39108,0.77994,0.000472089,0.000472089,0.000472089
41,484.463,0.71844,1.14901,0.81099,0.57416,0.52796,0.51073,0.41614,0.62863,1.34099,0.77996,0.000464476,0.000464476,0.000464476
42,494.228,0.70281,1.09134,0.7996,0.59271,0.49092,0.51862,0.40873,0.70233,1.45685,0.78855,0.000456863,0.000456863,0.000456863
43,504.041,0.70709,1.07691,0.81823,0.49976,0.59306,0.49952,0.40328,0.62154,1.3719,0.78199,0.00044925,0.00044925,0.00044925
44,513.823,0.70218,1.04939,0.79455,0.57108,0.49363,0.51437,0.41282,0.65251,1.35795,0.78258,0.000441637,0.000441637,0.000441637
45,523.637,0.70433,0.98978,0.80531,0.44292,0.5665,0.51864,0.4205,0.65376,1.30564,0.78008,0.000434024,0.000434024,0.000434024
46,533.43,0.71285,1.01819,0.7924,0.4222,0.73865,0.5469,0.44227,0.66055,1.31148,0.77986,0.000426411,0.000426411,0.000426411
47,543.245,0.70983,0.99984,0.80098,0.45716,0.53342,0.52111,0.42637,0.63922,1.32698,0.77904,0.000418797,0.000418797,0.000418797
48,553.072,0.66131,0.96085,0.78494,0.381,0.7341,0.50365,0.41433,0.64291,1.33561,0.77906,0.000411184,0.000411184,0.000411184
49,562.893,0.70848,0.99152,0.79211,0.55694,0.54194,0.515,0.41854,0.62498,1.32034,0.77775,0.000403571,0.000403571,0.000403571
50,572.678,0.68599,0.87205,0.81344,0.68682,0.46747,0.52355,0.43333,0.63458,1.30302,0.77518,0.000395958,0.000395958,0.000395958
51,582.485,0.68004,0.86816,0.80052,0.61162,0.51898,0.5843,0.45854,0.66542,1.17913,0.77986,0.000388345,0.000388345,0.000388345
52,592.285,0.67041,0.86281,0.80352,0.38418,0.59025,0.50503,0.41214,0.61945,1.38751,0.78095,0.000380732,0.000380732,0.000380732
53,602.104,0.67001,0.86049,0.78941,0.61309,0.52582,0.56617,0.45669,0.64085,1.1751,0.78298,0.000373119,0.000373119,0.000373119
54,611.884,0.71398,0.86226,0.80171,0.56825,0.45368,0.52632,0.41625,0.66888,1.30546,0.77968,0.000365506,0.000365506,0.000365506
55,621.72,0.69564,0.83297,0.80755,0.50307,0.53049,0.55276,0.4385,0.65322,1.19431,0.7791,0.000357893,0.000357893,0.000357893
56,631.508,0.68569,0.88825,0.79655,0.59437,0.4759,0.53589,0.4397,0.61489,1.25086,0.77571,0.00035028,0.00035028,0.00035028
57,641.326,0.62113,0.82681,0.79044,0.57032,0.56362,0.5101,0.4275,0.5774,1.23852,0.7729,0.000342666,0.000342666,0.000342666
58,651.128,0.64305,0.80569,0.80848,0.58312,0.56492,0.5185,0.42557,0.59634,1.24149,0.77652,0.000335053,0.000335053,0.000335053
59,660.939,0.66388,0.80078,0.81084,0.64796,0.506,0.54668,0.44765,0.64445,1.2998,0.7765,0.00032744,0.00032744,0.00032744
60,670.733,0.66543,0.77937,0.79046,0.47951,0.49111,0.53303,0.43341,0.62662,1.33615,0.77428,0.000319827,0.000319827,0.000319827
61,680.552,0.67974,0.77028,0.78348,0.49382,0.5429,0.57772,0.47207,0.62675,1.16407,0.77526,0.000312214,0.000312214,0.000312214
62,690.236,0.64891,0.717,0.79505,0.5773,0.4923,0.51345,0.42192,0.61101,1.40012,0.7731,0.000304601,0.000304601,0.000304601
63,699.882,0.65738,0.73123,0.8058,0.62002,0.47774,0.53512,0.43717,0.61616,1.24576,0.77885,0.000296988,0.000296988,0.000296988
64,709.517,0.66527,0.76135,0.80996,0.45705,0.56604,0.53335,0.43391,0.62866,1.22244,0.77721,0.000289375,0.000289375,0.000289375
65,719.167,0.66577,0.79078,0.79149,0.62838,0.48375,0.51424,0.43169,0.58639,1.27677,0.77601,0.000281762,0.000281762,0.000281762
66,728.816,0.64813,0.68275,0.8107,0.47209,0.5156,0.52451,0.42805,0.61723,1.24879,0.77397,0.000274148,0.000274148,0.000274148
67,738.477,0.65076,0.68662,0.80461,0.55662,0.52592,0.49841,0.39491,0.74349,1.40258,0.78097,0.000266535,0.000266535,0.000266535
68,748.116,0.64701,0.72106,0.78463,0.72992,0.45993,0.50937,0.4185,0.58719,1.29688,0.77444,0.000258922,0.000258922,0.000258922
69,757.791,0.61858,0.67748,0.78416,0.71474,0.42366,0.48671,0.40368,0.57326,1.43688,0.77089,0.000251309,0.000251309,0.000251309
70,767.429,0.61657,0.64338,0.7921,0.44439,0.5249,0.50408,0.40868,0.62042,1.30326,0.77406,0.000243696,0.000243696,0.000243696
71,777.104,0.62644,0.71012,0.79025,0.56279,0.53812,0.51995,0.41878,0.60011,1.21765,0.77573,0.000236083,0.000236083,0.000236083
72,786.782,0.59358,0.64892,0.78006,0.58789,0.47999,0.53301,0.44029,0.56259,1.23841,0.77306,0.00022847,0.00022847,0.00022847
73,796.456,0.63097,0.68275,0.78303,0.58704,0.49098,0.50422,0.42125,0.55767,1.26477,0.7706,0.000220857,0.000220857,0.000220857
74,806.114,0.60252,0.67385,0.78585,0.37415,0.56252,0.4897,0.39753,0.60849,1.25096,0.77391,0.000213244,0.000213244,0.000213244
75,815.78,0.57962,0.61888,0.77619,0.40597,0.5416,0.50243,0.42706,0.56001,1.23618,0.77001,0.000205631,0.000205631,0.000205631
76,825.434,0.59213,0.62478,0.78952,0.57363,0.49891,0.51245,0.4142,0.60227,1.30337,0.77441,0.000198018,0.000198018,0.000198018
77,835.098,0.60459,0.62071,0.79267,0.45735,0.50772,0.51601,0.42509,0.58086,1.26975,0.77282,0.000190404,0.000190404,0.000190404
78,844.782,0.57383,0.57266,0.77931,0.41066,0.58682,0.52525,0.4349,0.57021,1.2224,0.77235,0.000182791,0.000182791,0.000182791
79,854.477,0.57254,0.56516,0.80151,0.40588,0.59393,0.53909,0.44626,0.57468,1.18381,0.77127,0.000175178,0.000175178,0.000175178
80,864.12,0.58366,0.6104,0.79548,0.55825,0.50374,0.55175,0.45252,0.584,1.17999,0.77048,0.000167565,0.000167565,0.000167565
81,873.813,0.60639,0.6056,0.79148,0.39773,0.58621,0.54313,0.45005,0.57185,1.2178,0.76994,0.000159952,0.000159952,0.000159952
82,883.484,0.57361,0.58666,0.77684,0.4387,0.50694,0.51701,0.43384,0.56971,1.28369,0.77145,0.000152339,0.000152339,0.000152339
83,893.171,0.56628,0.55695,0.77991,0.55955,0.50438,0.5172,0.43719,0.55804,1.28229,0.76824,0.000144726,0.000144726,0.000144726
84,902.84,0.54572,0.51967,0.80179,0.54989,0.53028,0.49915,0.41881,0.57385,1.30626,0.77064,0.000137113,0.000137113,0.000137113
85,912.529,0.53668,0.52338,0.78273,0.54688,0.55751,0.52633,0.43157,0.58348,1.22631,0.77179,0.0001295,0.0001295,0.0001295
86,922.192,0.53784,0.53578,0.78312,0.45997,0.5298,0.52076,0.44132,0.5395,1.20638,0.76853,0.000121887,0.000121887,0.000121887
87,931.864,0.55237,0.52775,0.78469,0.42972,0.57298,0.52362,0.44435,0.53995,1.26036,0.76787,0.000114273,0.000114273,0.000114273
88,941.562,0.55865,0.6186,0.78387,0.43018,0.59674,0.52639,0.43372,0.54965,1.29567,0.76979,0.00010666,0.00010666,0.00010666
89,951.238,0.52217,0.51724,0.78335,0.41278,0.59546,0.52888,0.43485,0.55598,1.25717,0.77031,9.90472e-05,9.90472e-05,9.90472e-05
90,960.948,0.56345,0.53879,0.79017,0.44338,0.60662,0.52448,0.43165,0.56122,1.27403,0.7711,9.14341e-05,9.14341e-05,9.14341e-05
91,971.638,0.55881,0.58552,0.78292,0.42513,0.58413,0.52751,0.42663,0.57461,1.31584,0.7695,8.3821e-05,8.3821e-05,8.3821e-05
92,981.302,0.5401,0.5473,0.77962,0.42132,0.53661,0.51685,0.42363,0.57124,1.31571,0.76997,7.62079e-05,7.62079e-05,7.62079e-05
93,990.973,0.5223,0.62151,0.7465,0.46344,0.52272,0.51125,0.41896,0.59352,1.32135,0.76936,6.85948e-05,6.85948e-05,6.85948e-05
94,1000.61,0.51486,0.58905,0.77965,0.43507,0.57703,0.50931,0.41536,0.57624,1.303,0.76807,6.09817e-05,6.09817e-05,6.09817e-05
95,1010.25,0.49869,0.57128,0.76143,0.55914,0.55907,0.50491,0.41575,0.55376,1.29282,0.76841,5.33686e-05,5.33686e-05,5.33686e-05
96,1019.87,0.51579,0.55136,0.7779,0.57936,0.54209,0.51554,0.41979,0.56493,1.271,0.7698,4.57555e-05,4.57555e-05,4.57555e-05
97,1029.52,0.50725,0.52162,0.79209,0.54477,0.55303,0.5129,0.41806,0.56722,1.25624,0.7693,3.81424e-05,3.81424e-05,3.81424e-05
98,1039.16,0.51806,0.52284,0.79444,0.57962,0.51648,0.51339,0.41879,0.56021,1.2342,0.76724,3.05293e-05,3.05293e-05,3.05293e-05
99,1048.78,0.51279,0.49794,0.78953,0.57778,0.51422,0.5125,0.41944,0.55817,1.25508,0.76779,2.29162e-05,2.29162e-05,2.29162e-05
100,1058.41,0.49913,0.5111,0.7717,0.56314,0.52479,0.51407,0.42346,0.55089,1.2757,0.76789,1.53031e-05,1.53031e-05,1.53031e-05
